0,1,2,3,4,5,6,7,8,9,10
citrus fruit,other vegetables,pip fruit,pork,soda,yogurt,herbs,red/blush wine,,,
sausage,detergent,bottled beer,,,,,,,,
herbs,whole milk,,,,,,,,,
sausage,brown bread,,,,,,,,,
citrus fruit,soda,whole milk,whipped/sour cream,,,,,,,
cake bar,whipped/sour cream,,,,,,,,,
rolls/buns,tropical fruit,root vegetables,condensed milk,,,,,,,
frozen meals,canned vegetables,other vegetables,turkey,,,,,,,
canned beer,ready soups,,,,,,,,,
root vegetables,pickled vegetables,,,,,,,,,
white bread,coffee,,,,,,,,,
cereals,rolls/buns,,,,,,,,,
rolls/buns,bottled beer,,,,,,,,,
other vegetables,bottled water,,,,,,,,,
onions,white wine,,,,,,,,,
citrus fruit,canned fish,,,,,,,,,
tropical fruit,bottled water,cream cheese ,,,,,,,,
root vegetables,pet care,,,,,,,,,
domestic eggs,chewing gum,,,,,,,,,
sugar,whole milk,ketchup,,,,,,,,
yogurt,shopping bags,,,,,,,,,
rolls/buns,whole milk,,,,,,,,,
sausage,tropical fruit,pork,rolls/buns,,,,,,,
pork,long life bakery product,,,,,,,,,
specialty bar,yogurt,napkins,other vegetables,chocolate,,,,,,
chicken,chocolate,,,,,,,,,
ham,meat,,,,,,,,,
other vegetables,other vegetables,,,,,,,,,
butter,bottled beer,,,,,,,,,
whole milk,whole milk,napkins,,,,,,,,
other vegetables,newspapers,waffles,,,,,,,,
frankfurter,frankfurter,long life bakery product,newspapers,pip fruit,whipped/sour cream,hygiene articles,,,,
domestic eggs,bottled beer,,,,,,,,,
soda,ice cream,,,,,,,,,
pork,soda,brandy,sausage,rolls/buns,whole milk,yogurt,frozen dessert,shopping bags,,
soft cheese,sliced cheese,soda,,,,,,,,
napkins,frozen vegetables,,,,,,,,,
root vegetables,rolls/buns,flower (seeds),,,,,,,,
margarine,bottled water,,,,,,,,,
cooking chocolate,shopping bags,,,,,,,,,
rolls/buns,misc. beverages,bottled water,decalcifier,semi-finished bread,soda,,,,,
rolls/buns,rolls/buns,,,,,,,,,
whole milk,butter,domestic eggs,,,,,,,,
other vegetables,rice,specialty fat,,,,,,,,
soda,grapes,,,,,,,,,
citrus fruit,yogurt,,,,,,,,,
bottled water,pork,salty snack,,,,,,,,
soft cheese,onions,,,,,,,,,
soda,root vegetables,,,,,,,,,
shopping bags,shopping bags,,,,,,,,,
finished products,root vegetables,,,,,,,,,
frozen vegetables,pot plants,,,,,,,,,
newspapers,rolls/buns,,,,,,,,,
yogurt,soda,,,,,,,,,
frankfurter,pet care,,,,,,,,,
oil,herbs,,,,,,,,,
hamburger meat,bottled beer,brown bread,yogurt,,,,,,,
root vegetables,frozen dessert,,,,,,,,,
pip fruit,fruit/vegetable juice,,,,,,,,,
sausage,tropical fruit,bottled beer,fruit/vegetable juice,,,,,,,
other vegetables,tropical fruit,seasonal products,butter,shopping bags,,,,,,
newspapers,canned beer,,,,,,,,,
finished products,pork,onions,pasta,tropical fruit,soda,pastry,,,,
sausage,soda,,,,,,,,,
chocolate marshmallow,specialty chocolate,,,,,,,,,
sausage,pastry,shopping bags,,,,,,,,
sausage,white wine,whole milk,beverages,semi-finished bread,napkins,,,,,
pork,beef,canned beer,newspapers,fruit/vegetable juice,,,,,,
pot plants,other vegetables,,,,,,,,,
dessert,shopping bags,,,,,,,,,
canned beer,other vegetables,salty snack,,,,,,,,
dishes,whole milk,oil,onions,,,,,,,
whole milk,misc. beverages,pot plants,,,,,,,,
yogurt,other vegetables,,,,,,,,,
ice cream,pastry,,,,,,,,,
cream cheese ,fruit/vegetable juice,whole milk,shopping bags,,,,,,,
rolls/buns,nuts/prunes,,,,,,,,,
tropical fruit,whipped/sour cream,specialty chocolate,,,,,,,,
salty snack,rolls/buns,,,,,,,,,
beef,rolls/buns,,,,,,,,,
soft cheese,chewing gum,cling film/bags,,,,,,,,
whole milk,napkins,,,,,,,,,
beef,pip fruit,,,,,,,,,
onions,other vegetables,,,,,,,,,
frankfurter,hard cheese,,,,,,,,,
beef,hygiene articles,,,,,,,,,
pork,domestic eggs,,,,,,,,,
chewing gum,hamburger meat,candy,coffee,,,,,,,
soda,tropical fruit,,,,,,,,,
root vegetables,whole milk,soda,,,,,,,,
white bread,frozen vegetables,,,,,,,,,
whole milk,other vegetables,yogurt,newspapers,bottled water,pet care,,,,,
dessert,chocolate,,,,,,,,,
other vegetables,whole milk,,,,,,,,,
domestic eggs,dessert,,,,,,,,,
whole milk,cleaner,,,,,,,,,
spread cheese,other vegetables,whole milk,,,,,,,,
soda,pork,,,,,,,,,
UHT-milk,whole milk,newspapers,domestic eggs,,,,,,,
decalcifier,grapes,,,,,,,,,
soda,other vegetables,,,,,,,,,
other vegetables,whole milk,pudding powder,cream cheese ,,,,,,,
sausage,rolls/buns,,,,,,,,,
soft cheese,bottled water,,,,,,,,,
berries,baking powder,,,,,,,,,
whipped/sour cream,fruit/vegetable juice,,,,,,,,,
whole milk,bathroom cleaner,,,,,,,,,
whole milk,root vegetables,rolls/buns,yogurt,onions,coffee,napkins,UHT-milk,,,
whole milk,yogurt,,,,,,,,,
beef,canned beer,margarine,,,,,,,,
other vegetables,vinegar,,,,,,,,,
whipped/sour cream,white bread,,,,,,,,,
sausage,bottled beer,,,,,,,,,
curd,pip fruit,,,,,,,,,
curd,whole milk,canned beer,,,,,,,,
pork,pickled vegetables,,,,,,,,,
frozen vegetables,fruit/vegetable juice,,,,,,,,,
root vegetables,yogurt,whole milk,,,,,,,,
syrup,newspapers,processed cheese,rolls/buns,,,,,,,
beef,soft cheese,,,,,,,,,
frozen dessert,newspapers,,,,,,,,,
rolls/buns,root vegetables,,,,,,,,,
sausage,pastry,dish cleaner,,,,,,,,
rolls/buns,whipped/sour cream,,,,,,,,,
rolls/buns,bottled beer,,,,,,,,,
berries,candy,,,,,,,,,
pip fruit,curd cheese,,,,,,,,,
meat,root vegetables,,,,,,,,,
bottled water,rolls/buns,,,,,,,,,
bottled beer,cream cheese ,chocolate,,,,,,,,
sausage,cocoa drinks,,,,,,,,,
processed cheese,hamburger meat,whole milk,,,,,,,,
flower (seeds),bottled beer,,,,,,,,,
candles,coffee,,,,,,,,,
beef,frozen fish,whole milk,,,,,,,,
pip fruit,hard cheese,detergent,,,,,,,,
other vegetables,white bread,,,,,,,,,
shopping bags,dessert,processed cheese,,,,,,,,
ham,berries,,,,,,,,,
hamburger meat,frozen potato products,,,,,,,,,
tropical fruit,yogurt,,,,,,,,,
pip fruit,canned beer,,,,,,,,,
tropical fruit,root vegetables,candy,yogurt,rolls/buns,,,,,,
whole milk,whipped/sour cream,,,,,,,,,
pork,yogurt,,,,,,,,,
mustard,brown bread,,,,,,,,,
sausage,white bread,,,,,,,,,
soda,liquor,,,,,,,,,
pip fruit,butter,whole milk,other vegetables,,,,,,,
butter milk,red/blush wine,,,,,,,,,
root vegetables,cream cheese ,,,,,,,,,
long life bakery product,yogurt,,,,,,,,,
domestic eggs,frozen vegetables,,,,,,,,,
pork,bottled beer,,,,,,,,,
rolls/buns,napkins,,,,,,,,,
shopping bags,cake bar,,,,,,,,,
bottled beer,whipped/sour cream,,,,,,,,,
bottled water,root vegetables,bottled beer,pastry,,,,,,,
sausage,citrus fruit,,,,,,,,,
root vegetables,pastry,,,,,,,,,
sausage,other vegetables,mayonnaise,seasonal products,,,,,,,
ham,pastry,,,,,,,,,
chocolate,UHT-milk,sliced cheese,,,,,,,,
zwieback,citrus fruit,,,,,,,,,
margarine,newspapers,,,,,,,,,
ham,newspapers,bottled beer,,,,,,,,
other vegetables,margarine,,,,,,,,,
root vegetables,bottled water,,,,,,,,,
ham,spread cheese,,,,,,,,,
coffee,packaged fruit/vegetables,,,,,,,,,
beef,specialty bar,,,,,,,,,
pork,pip fruit,,,,,,,,,
other vegetables,newspapers,soda,,,,,,,,
bottled water,soda,,,,,,,,,
hygiene articles,white bread,,,,,,,,,
root vegetables,newspapers,,,,,,,,,
coffee,whole milk,,,,,,,,,
ham,whole milk,,,,,,,,,
tropical fruit,hygiene articles,,,,,,,,,
whole milk,cat food,long life bakery product,,,,,,,,
whole milk,newspapers,,,,,,,,,
whole milk,cat food,,,,,,,,,
grapes,waffles,soda,,,,,,,,
long life bakery product,salty snack,,,,,,,,,
hamburger meat,pip fruit,,,,,,,,,
bottled beer,oil,,,,,,,,,
specialty bar,soda,,,,,,,,,
napkins,rolls/buns,,,,,,,,,
frankfurter,rolls/buns,,,,,,,,,
root vegetables,butter,frozen vegetables,butter,,,,,,,
cat food,soda,,,,,,,,,
prosecco,onions,,,,,,,,,
whole milk,pastry,,,,,,,,,
whole milk,hair spray,butter,pastry,,,,,,,
soda,sausage,yogurt,root vegetables,,,,,,,
citrus fruit,syrup,,,,,,,,,
organic sausage,rolls/buns,,,,,,,,,
frankfurter,detergent,chocolate,,,,,,,,
onions,hard cheese,,,,,,,,,
meat,cake bar,,,,,,,,,
instant coffee,candles,,,,,,,,,
soda,yogurt,,,,,,,,,
berries,grapes,other vegetables,,,,,,,,
white bread,curd,bottled water,,,,,,,,
ice cream,hygiene articles,,,,,,,,,
soda,snack products,,,,,,,,,
newspapers,whole milk,chewing gum,,,,,,,,
sausage,newspapers,,,,,,,,,
UHT-milk,sweet spreads,,,,,,,,,
root vegetables,butter milk,,,,,,,,,
soda,flour,pudding powder,,,,,,,,
root vegetables,yogurt,,,,,,,,,
bottled water,bottled beer,,,,,,,,,
other vegetables,napkins,,,,,,,,,
other vegetables,sugar,,,,,,,,,
pork,long life bakery product,,,,,,,,,
sausage,whole milk,,,,,,,,,
other vegetables,newspapers,,,,,,,,,
berries,fruit/vegetable juice,cream cheese ,tropical fruit,,,,,,,
beef,root vegetables,,,,,,,,,
chicken,condensed milk,,,,,,,,,
sausage,curd,,,,,,,,,
pork,curd,,,,,,,,,
bottled beer,pastry,,,,,,,,,
shopping bags,curd,,,,,,,,,
hamburger meat,tropical fruit,whipped/sour cream,rolls/buns,,,,,,,
other vegetables,butter,,,,,,,,,
beef,ice cream,dish cleaner,,,,,,,,
dish cleaner,curd,,,,,,,,,
frankfurter,root vegetables,pastry,napkins,long life bakery product,,,,,,
coffee,hard cheese,,,,,,,,,
chicken,butter,rolls/buns,shopping bags,soda,,,,,,
tropical fruit,pip fruit,,,,,,,,,
dishes,rolls/buns,,,,,,,,,
hard cheese,salty snack,,,,,,,,,
onions,yogurt,white bread,,,,,,,,
whole milk,margarine,,,,,,,,,
other vegetables,soda,,,,,,,,,
other vegetables,liquor,,,,,,,,,
brown bread,whole milk,spread cheese,butter,fruit/vegetable juice,,,,,,
citrus fruit,processed cheese,,,,,,,,,
beverages,pork,,,,,,,,,
other vegetables,bottled beer,cleaner,,,,,,,,
newspapers,pastry,,,,,,,,,
coffee,UHT-milk,,,,,,,,,
meat,whole milk,newspapers,,,,,,,,
whole milk,pastry,,,,,,,,,
rolls/buns,semi-finished bread,,,,,,,,,
cat food,candy,,,,,,,,,
pork,canned beer,,,,,,,,,
beef,frozen vegetables,,,,,,,,,
sausage,yogurt,,,,,,,,,
root vegetables,salty snack,,,,,,,,,
tropical fruit,bottled water,pastry,flour,,,,,,,
pork,beef,yogurt,,,,,,,,
cream cheese ,white bread,,,,,,,,,
pastry,rolls/buns,,,,,,,,,
meat,sliced cheese,,,,,,,,,
root vegetables,red/blush wine,,,,,,,,,
whole milk,coffee,,,,,,,,,
curd,hygiene articles,,,,,,,,,
sausage,domestic eggs,,,,,,,,,
white wine,sliced cheese,whole milk,oil,rolls/buns,,,,,,
bottled beer,red/blush wine,,,,,,,,,
citrus fruit,sausage,rolls/buns,frozen potato products,,,,,,,
whole milk,hygiene articles,,,,,,,,,
baking powder,butter,,,,,,,,,
root vegetables,soups,,,,,,,,,
UHT-milk,soft cheese,,,,,,,,,
sausage,fruit/vegetable juice,chewing gum,,,,,,,,
spread cheese,tropical fruit,domestic eggs,bottled water,,,,,,,
root vegetables,whole milk,napkins,,,,,,,,
whole milk,soda,,,,,,,,,
frankfurter,pip fruit,rolls/buns,,,,,,,,
ham,rolls/buns,canned fish,shopping bags,,,,,,,
frankfurter,UHT-milk,,,,,,,,,
rolls/buns,curd cheese,,,,,,,,,
root vegetables,coffee,soda,,,,,,,,
tropical fruit,bottled beer,,,,,,,,,
beef,misc. beverages,beef,salty snack,,,,,,,
yogurt,zwieback,,,,,,,,,
frankfurter,yogurt,,,,,,,,,
root vegetables,other vegetables,,,,,,,,,
pip fruit,white wine,whole milk,,,,,,,,
pip fruit,rolls/buns,,,,,,,,,
onions,waffles,bottled beer,,,,,,,,
ham,tropical fruit,,,,,,,,,
canned beer,long life bakery product,dish cleaner,candy,,,,,,,
whole milk,whole milk,,,,,,,,,
beef,salty snack,whole milk,domestic eggs,fruit/vegetable juice,whipped/sour cream,cat food,,,,
cat food,canned vegetables,,,,,,,,,
misc. beverages,instant coffee,,,,,,,,,
other vegetables,frankfurter,whole milk,sausage,misc. beverages,margarine,yogurt,frozen meals,cat food,,
chicken,pip fruit,curd,,,,,,,,
other vegetables,ice cream,,,,,,,,,
other vegetables,pip fruit,dessert,red/blush wine,,,,,,,
whole milk,candy,,,,,,,,,
rolls/buns,instant coffee,,,,,,,,,
brandy,whole milk,,,,,,,,,
coffee,soda,frozen vegetables,,,,,,,,
whole milk,rolls/buns,,,,,,,,,
whole milk,onions,,,,,,,,,
beef,bottled water,,,,,,,,,
packaged fruit/vegetables,pip fruit,,,,,,,,,
whole milk,domestic eggs,pasta,,,,,,,,
red/blush wine,bottled beer,yogurt,pip fruit,mustard,,,,,,
butter milk,frozen vegetables,,,,,,,,,
pot plants,other vegetables,,,,,,,,,
whole milk,spices,photo/film,,,,,,,,
chicken,root vegetables,,,,,,,,,
berries,hamburger meat,,,,,,,,,
other vegetables,beef,,,,,,,,,
pip fruit,waffles,cat food,,,,,,,,
yogurt,coffee,,,,,,,,,
margarine,detergent,yogurt,zwieback,,,,,,,
sausage,sliced cheese,salty snack,,,,,,,,
domestic eggs,bottled water,,,,,,,,,
tropical fruit,zwieback,,,,,,,,,
bottled water,frozen vegetables,,,,,,,,,
misc. beverages,whole milk,onions,yogurt,,,,,,,
citrus fruit,soda,,,,,,,,,
canned beer,ice cream,newspapers,pastry,bottled beer,,,,,,
dog food,curd,,,,,,,,,
bottled water,domestic eggs,,,,,,,,,
tropical fruit,whole milk,,,,,,,,,
yogurt,frozen meals,,,,,,,,,
bottled water,UHT-milk,,,,,,,,,
pork,frozen dessert,,,,,,,,,
whole milk,sugar,,,,,,,,,
frankfurter,canned beer,other vegetables,potato products,,,,,,,
whole milk,brown bread,,,,,,,,,
chicken,hygiene articles,,,,,,,,,
rolls/buns,whole milk,,,,,,,,,
citrus fruit,yogurt,,,,,,,,,
pork,soda,,,,,,,,,
whole milk,fish,other vegetables,soda,,,,,,,
whipped/sour cream,shopping bags,soda,,,,,,,,
whipped/sour cream,baking powder,cat food,,,,,,,,
misc. beverages,UHT-milk,white bread,,,,,,,,
whole milk,butter milk,,,,,,,,,
newspapers,tropical fruit,,,,,,,,,
pork,tropical fruit,whole milk,chewing gum,,,,,,,
canned beer,soda,,,,,,,,,
pip fruit,brown bread,,,,,,,,,
butter milk,whole milk,,,,,,,,,
whole milk,domestic eggs,,,,,,,,,
sparkling wine,waffles,,,,,,,,,
soda,pastry,bottled water,,,,,,,,
frankfurter,processed cheese,,,,,,,,,
Instant food products,yogurt,,,,,,,,,
sugar,processed cheese,,,,,,,,,
other vegetables,tropical fruit,,,,,,,,,
whole milk,other vegetables,,,,,,,,,
frankfurter,red/blush wine,,,,,,,,,
berries,newspapers,frozen fish,,,,,,,,
whole milk,rolls/buns,,,,,,,,,
tropical fruit,fruit/vegetable juice,,,,,,,,,
soda,seasonal products,,,,,,,,,
other vegetables,whole milk,,,,,,,,,
shopping bags,curd,,,,,,,,,
dog food,coffee,seasonal products,,,,,,,,
whole milk,oil,,,,,,,,,
yogurt,semi-finished bread,,,,,,,,,
beef,herbs,,,,,,,,,
canned beer,chocolate,,,,,,,,,
liquor (appetizer),hygiene articles,,,,,,,,,
other vegetables,pastry,,,,,,,,,
coffee,specialty vegetables,,,,,,,,,
soda,butter milk,whipped/sour cream,,,,,,,,
hamburger meat,salty snack,shopping bags,,,,,,,,
sausage,baking powder,,,,,,,,,
sausage,shopping bags,,,,,,,,,
citrus fruit,bottled water,,,,,,,,,
soda,soda,cereals,,,,,,,,
newspapers,specialty vegetables,,,,,,,,,
hamburger meat,newspapers,,,,,,,,,
pip fruit,fruit/vegetable juice,,,,,,,,,
dish cleaner,fruit/vegetable juice,,,,,,,,,
other vegetables,soft cheese,,,,,,,,,
whole milk,dishes,,,,,,,,,
butter,whole milk,,,,,,,,,
soda,dessert,dishes,sugar,,,,,,,
tropical fruit,yogurt,,,,,,,,,
bottled water,root vegetables,,,,,,,,,
soda,root vegetables,,,,,,,,,
citrus fruit,candy,,,,,,,,,
canned beer,yogurt,tropical fruit,whole milk,,,,,,,
whole milk,brown bread,root vegetables,roll products ,,,,,,,
soda,frozen meals,,,,,,,,,
sausage,ice cream,,,,,,,,,
pork,hamburger meat,,,,,,,,,
yogurt,shopping bags,,,,,,,,,
yogurt,frozen vegetables,waffles,,,,,,,,
waffles,cling film/bags,,,,,,,,,
soft cheese,yogurt,pastry,instant coffee,,,,,,,
beef,newspapers,,,,,,,,,
hamburger meat,whipped/sour cream,,,,,,,,,
curd,soda,,,,,,,,,
canned beer,specialty cheese,,,,,,,,,
pip fruit,root vegetables,frozen meals,hamburger meat,sugar,soda,spread cheese,,,,
photo/film,bottled water,,,,,,,,,
tea,soda,,,,,,,,,
whole milk,bottled beer,,,,,,,,,
tropical fruit,canned beer,,,,,,,,,
meat,other vegetables,,,,,,,,,
soda,other vegetables,,,,,,,,,
white bread,fruit/vegetable juice,,,,,,,,,
curd,soda,,,,,,,,,
ham,red/blush wine,,,,,,,,,
coffee,hamburger meat,,,,,,,,,
berries,soap,,,,,,,,,
specialty chocolate,coffee,,,,,,,,,
pip fruit,long life bakery product,,,,,,,,,
soda,zwieback,,,,,,,,,
rolls/buns,domestic eggs,bottled water,,,,,,,,
sausage,pasta,,,,,,,,,
mustard,salt,,,,,,,,,
bottled water,other vegetables,,,,,,,,,
whole milk,whole milk,,,,,,,,,
sausage,sliced cheese,yogurt,pastry,hygiene articles,,,,,,
chicken,yogurt,,,,,,,,,
sausage,other vegetables,hard cheese,,,,,,,,
chicken,domestic eggs,white bread,,,,,,,,
herbs,whole milk,other vegetables,shopping bags,,,,,,,
pip fruit,chocolate marshmallow,,,,,,,,,
condensed milk,pastry,,,,,,,,,
whole milk,ice cream,,,,,,,,,
other vegetables,yogurt,,,,,,,,,
whole milk,yogurt,chocolate,,,,,,,,
ham,whole milk,,,,,,,,,
whole milk,condensed milk,,,,,,,,,
beverages,tropical fruit,ham,flour,,,,,,,
sausage,whole milk,,,,,,,,,
packaged fruit/vegetables,shopping bags,butter milk,,,,,,,,
pork,yogurt,napkins,,,,,,,,
specialty chocolate,brown bread,,,,,,,,,
whole milk,bottled water,,,,,,,,,
sausage,rolls/buns,soda,,,,,,,,
frankfurter,mustard,shopping bags,,,,,,,,
canned beer,soda,other vegetables,canned vegetables,,,,,,,
butter,beef,,,,,,,,,
hard cheese,whipped/sour cream,,,,,,,,,
meat,canned beer,yogurt,,,,,,,,
root vegetables,canned fish,,,,,,,,,
sugar,shopping bags,instant coffee,,,,,,,,
hamburger meat,dog food,domestic eggs,,,,,,,,
citrus fruit,rolls/buns,whole milk,,,,,,,,
semi-finished bread,rolls/buns,,,,,,,,,
waffles,chicken,hard cheese,dishes,,,,,,,
soda,whole milk,,,,,,,,,
other vegetables,other vegetables,,,,,,,,,
other vegetables,mustard,,,,,,,,,
oil,pork,other vegetables,frozen meals,,,,,,,
whole milk,sweet spreads,pip fruit,bottled water,mustard,,,,,,
rolls/buns,detergent,,,,,,,,,
salty snack,chewing gum,,,,,,,,,
soda,white bread,fruit/vegetable juice,,,,,,,,
citrus fruit,pastry,candy,softener,,,,,,,
bottled water,chicken,processed cheese,whole milk,,,,,,,
whole milk,whole milk,,,,,,,,,
soda,liver loaf,,,,,,,,,
canned beer,onions,,,,,,,,,
frankfurter,grapes,,,,,,,,,
hamburger meat,candles,,,,,,,,,
pastry,roll products ,,,,,,,,,
canned beer,salty snack,,,,,,,,,
pickled vegetables,pastry,brown bread,sugar,,,,,,,
citrus fruit,whole milk,fruit/vegetable juice,dishes,,,,,,,
whole milk,liquor (appetizer),,,,,,,,,
herbs,brown bread,,,,,,,,,
soda,brown bread,,,,,,,,,
fruit/vegetable juice,onions,,,,,,,,,
fruit/vegetable juice,berries,,,,,,,,,
whole milk,pastry,,,,,,,,,
frozen meals,citrus fruit,,,,,,,,,
soups,whole milk,beef,bottled beer,,,,,,,
ice cream,other vegetables,misc. beverages,,,,,,,,
pip fruit,white bread,sliced cheese,,,,,,,,
fruit/vegetable juice,vinegar,,,,,,,,,
pip fruit,long life bakery product,,,,,,,,,
ice cream,canned beer,,,,,,,,,
canned fish,root vegetables,,,,,,,,,
sausage,soda,,,,,,,,,
mayonnaise,chocolate,,,,,,,,,
bottled water,detergent,,,,,,,,,
margarine,cat food,,,,,,,,,
beverages,rolls/buns,,,,,,,,,
sausage,misc. beverages,,,,,,,,,
white bread,hard cheese,,,,,,,,,
sausage,bottled beer,,,,,,,,,
whole milk,root vegetables,rolls/buns,whipped/sour cream,,,,,,,
pork,brown bread,,,,,,,,,
ham,napkins,rice,,,,,,,,
sausage,ketchup,,,,,,,,,
meat,pork,other vegetables,other vegetables,root vegetables,other vegetables,pip fruit,margarine,,,
frankfurter,cream cheese ,,,,,,,,,
napkins,mustard,,,,,,,,,
pastry,tropical fruit,sugar,sauces,bottled water,sliced cheese,,,,,
pork,mayonnaise,,,,,,,,,
frozen potato products,frankfurter,brown bread,roll products ,detergent,,,,,,
citrus fruit,whipped/sour cream,,,,,,,,,
other vegetables,abrasive cleaner,,,,,,,,,
pastry,whipped/sour cream,,,,,,,,,
rolls/buns,other vegetables,,,,,,,,,
bottled water,frozen meals,,,,,,,,,
ham,root vegetables,newspapers,other vegetables,,,,,,,
other vegetables,UHT-milk,,,,,,,,,
bottled water,soda,nut snack,,,,,,,,
other vegetables,whole milk,,,,,,,,,
sausage,rolls/buns,,,,,,,,,
pip fruit,butter,,,,,,,,,
white bread,beef,coffee,flour,,,,,,,
berries,cream cheese ,other vegetables,,,,,,,,
root vegetables,grapes,brandy,pickled vegetables,pastry,,,,,,
soda,rolls/buns,,,,,,,,,
chocolate,seasonal products,waffles,,,,,,,,
brown bread,brown bread,,,,,,,,,
baking powder,condensed milk,,,,,,,,,
other vegetables,domestic eggs,,,,,,,,,
chewing gum,frozen vegetables,,,,,,,,,
frankfurter,packaged fruit/vegetables,,,,,,,,,
light bulbs,whipped/sour cream,,,,,,,,,
pork,pastry,,,,,,,,,
beverages,bottled water,yogurt,,,,,,,,
white bread,beverages,,,,,,,,,
brown bread,yogurt,,,,,,,,,
frankfurter,chocolate,,,,,,,,,
UHT-milk,whole milk,,,,,,,,,
organic sausage,yogurt,,,,,,,,,
pip fruit,UHT-milk,soda,,,,,,,,
butter,soft cheese,,,,,,,,,
rolls/buns,pip fruit,,,,,,,,,
frankfurter,soda,,,,,,,,,
whole milk,curd,,,,,,,,,
frankfurter,napkins,,,,,,,,,
hamburger meat,root vegetables,fruit/vegetable juice,,,,,,,,
chicken,pork,newspapers,,,,,,,,
sausage,whole milk,,,,,,,,,
